"order_number","product_key","customer_key","order_date","shipping_date","due_date","total_sales","quantity","price"
"SO55535","11","14631","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55536","328","2331","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55536","319","2331","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55536","8","2331","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55536","7","2331","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55536","6","2331","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55537","378","3037","2013-04-02","2013-04-09","2013-04-14",769,1,769
"SO55537","265","3037","2013-04-02","2013-04-09","2013-04-14",70,1,70
"SO55538","381","6048","2013-04-02","2013-04-09","2013-04-14",769,1,769
"SO55539","371","7770","2013-04-02","2013-04-09","2013-04-14",1701,1,1701
"SO55539","330","7770","2013-04-02","2013-04-09","2013-04-14",25,1,25
"SO55540","395","9995","2013-04-02","2013-04-09","2013-04-14",540,1,540
"SO55540","268","9995","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55540","270","9995","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55540","13","9995","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55540","12","9995","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55540","11","9995","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55540","256","9995","2013-04-02","2013-04-09","2013-04-14",24,1,24
"SO55540","255","9995","2013-04-02","2013-04-09","2013-04-14",24,1,24
"SO55541","169","8589","2013-04-02","2013-04-09","2013-04-14",2443,1,2443
"SO55541","168","8589","2013-04-02","2013-04-09","2013-04-14",2443,1,2443
"SO55541","13","8589","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55541","12","8589","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55541","11","8589","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55542","169","8587","2013-04-02","2013-04-09","2013-04-14",2443,1,2443
"SO55542","168","8587","2013-04-02","2013-04-09","2013-04-14",2443,1,2443
"SO55542","5","8587","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55542","4","8587","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55542","3","8587","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55543","150","1040","2013-04-02","2013-04-09","2013-04-14",2295,1,2295
"SO55543","149","1040","2013-04-02","2013-04-09","2013-04-14",2295,1,2295
"SO55543","328","1040","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55543","319","1040","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55543","5","1040","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55543","4","1040","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55543","3","1040","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55543","254","1040","2013-04-02","2013-04-09","2013-04-14",24,1,24
"SO55543","253","1040","2013-04-02","2013-04-09","2013-04-14",24,1,24
"SO55544","369","14386","2013-04-02","2013-04-09","2013-04-14",1215,1,1215
"SO55544","5","14386","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55544","4","14386","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55544","3","14386","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55545","365","13803","2013-04-02","2013-04-09","2013-04-14",2384,1,2384
"SO55545","268","13803","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55545","270","13803","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55545","16","13803","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55545","15","13803","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55545","14","13803","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55546","365","13807","2013-04-02","2013-04-09","2013-04-14",2384,1,2384
"SO55546","332","13807","2013-04-02","2013-04-09","2013-04-14",29,1,29
"SO55547","366","13999","2013-04-02","2013-04-09","2013-04-14",2384,1,2384
"SO55547","282","13999","2013-04-02","2013-04-09","2013-04-14",54,1,54
"SO55548","173","8987","2013-04-02","2013-04-09","2013-04-14",1120,1,1120
"SO55548","172","8987","2013-04-02","2013-04-09","2013-04-14",1120,1,1120
"SO55548","268","8987","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55548","270","8987","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55548","278","8987","2013-04-02","2013-04-09","2013-04-14",55,1,55
"SO55549","181","12945","2013-04-02","2013-04-09","2013-04-14",1120,1,1120
"SO55549","180","12945","2013-04-02","2013-04-09","2013-04-14",1120,1,1120
"SO55549","13","12945","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55549","12","12945","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55549","11","12945","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55550","396","14762","2013-04-02","2013-04-09","2013-04-14",540,1,540
"SO55550","268","14762","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55550","270","14762","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55550","16","14762","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55550","15","14762","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55550","14","14762","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55551","395","403","2013-04-02","2013-04-09","2013-04-14",540,1,540
"SO55551","268","403","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55551","270","403","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55551","13","403","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55551","12","403","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55551","11","403","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55552","375","15211","2013-04-02","2013-04-09","2013-04-14",540,1,540
"SO55552","270","15211","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55552","268","15211","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55553","355","1646","2013-04-02","2013-04-09","2013-04-14",2384,1,2384
"SO55553","13","1646","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55553","12","1646","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55553","11","1646","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55554","367","13137","2013-04-02","2013-04-09","2013-04-14",2384,1,2384
"SO55554","332","13137","2013-04-02","2013-04-09","2013-04-14",29,1,29
"SO55555","148","2769","2013-04-03","2013-04-10","2013-04-15",2320,1,2320
"SO55555","147","2769","2013-04-03","2013-04-10","2013-04-15",2320,1,2320
"SO55555","276","2769","2013-04-03","2013-04-10","2013-04-15",22,1,22
"SO55556","148","1282","2013-04-03","2013-04-10","2013-04-15",2320,1,2320
"SO55556","147","1282","2013-04-03","2013-04-10","2013-04-15",2320,1,2320
"SO55556","269","1282","2013-04-03","2013-04-10","2013-04-15",10,1,10
"SO55556","268","1282","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55556","275","1282","2013-04-03","2013-04-10","2013-04-15",8,1,8
"SO55557","275","17602","2013-04-03","2013-04-10","2013-04-15",8,1,8
"SO55558","320","5175","2013-04-03","2013-04-10","2013-04-15",4,1,4
"SO55558","330","5175","2013-04-03","2013-04-10","2013-04-15",25,1,25
"SO55558","263","5175","2013-04-03","2013-04-10","2013-04-15",64,1,64
"SO55559","276","7744","2013-04-03","2013-04-10","2013-04-15",22,1,22
"SO55559","8","7744","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55559","7","7744","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55559","6","7744","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55560","331","5610","2013-04-03","2013-04-10","2013-04-15",33,1,33
"SO55560","320","5610","2013-04-03","2013-04-10","2013-04-15",4,1,4
"SO55560","277","5610","2013-04-03","2013-04-10","2013-04-15",159,1,159
"SO55560","263","5610","2013-04-03","2013-04-10","2013-04-15",64,1,64
"SO55561","389","9046","2013-04-03","2013-04-10","2013-04-15",540,1,540
"SO55561","276","9046","2013-04-03","2013-04-10","2013-04-15",22,1,22
"SO55561","5","9046","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55561","4","9046","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55561","3","9046","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55562","281","829","2013-04-03","2013-04-10","2013-04-15",54,1,54
"SO55563","320","188","2013-04-03","2013-04-10","2013-04-15",4,1,4
"SO55563","262","188","2013-04-03","2013-04-10","2013-04-15",64,1,64
"SO55564","320","18325","2013-04-03","2013-04-10","2013-04-15",4,1,4
"SO55564","13","18325","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55564","12","18325","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55564","11","18325","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55565","320","18252","2013-04-03","2013-04-10","2013-04-15",4,1,4
"SO55565","16","18252","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55565","15","18252","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55565","14","18252","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55566","320","803","2013-04-03","2013-04-10","2013-04-15",4,1,4
"SO55566","329","803","2013-04-03","2013-04-10","2013-04-15",21,1,21
"SO55566","271","803","2013-04-03","2013-04-10","2013-04-15",2,1,2
"SO55567","329","16659","2013-04-03","2013-04-10","2013-04-15",21,1,21
"SO55567","320","16659","2013-04-03","2013-04-10","2013-04-15",4,1,4
"SO55567","271","16659","2013-04-03","2013-04-10","2013-04-15",2,1,2
"SO55568","326","10239","2013-04-03","2013-04-10","2013-04-15",25,1,25
"SO55568","319","10239","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55568","271","10239","2013-04-03","2013-04-10","2013-04-15",2,1,2
"SO55569","319","6388","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55569","326","6388","2013-04-03","2013-04-10","2013-04-15",25,1,25
"SO55569","269","6388","2013-04-03","2013-04-10","2013-04-15",10,1,10
"SO55569","16","6388","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55569","15","6388","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55569","14","6388","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55569","268","6388","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55570","331","14373","2013-04-03","2013-04-10","2013-04-15",33,1,33
"SO55571","326","201","2013-04-03","2013-04-10","2013-04-15",25,1,25
"SO55571","271","201","2013-04-03","2013-04-10","2013-04-15",2,1,2
"SO55572","320","92","2013-04-03","2013-04-10","2013-04-15",4,1,4
"SO55572","331","92","2013-04-03","2013-04-10","2013-04-15",33,1,33
"SO55572","271","92","2013-04-03","2013-04-10","2013-04-15",2,1,2
"SO55573","327","12030","2013-04-03","2013-04-10","2013-04-15",30,1,30
"SO55573","319","12030","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55573","276","12030","2013-04-03","2013-04-10","2013-04-15",22,1,22
"SO55573","264","12030","2013-04-03","2013-04-10","2013-04-15",64,1,64
"SO55574","269","5959","2013-04-03","2013-04-10","2013-04-15",10,1,10
"SO55574","268","5959","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55575","267","7787","2013-04-03","2013-04-10","2013-04-15",70,1,70
"SO55575","25","7787","2013-04-03","2013-04-10","2013-04-15",50,1,50
"SO55575","24","7787","2013-04-03","2013-04-10","2013-04-15",50,1,50
"SO55575","23","7787","2013-04-03","2013-04-10","2013-04-15",50,1,50
"SO55576","268","7388","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55577","16","6393","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55577","15","6393","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55577","14","6393","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55577","268","6393","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55578","319","5004","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55579","319","4964","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55579","5","4964","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55579","4","4964","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55579","3","4964","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55579","28","4964","2013-04-03","2013-04-10","2013-04-15",50,1,50
"SO55579","27","4964","2013-04-03","2013-04-10","2013-04-15",50,1,50
"SO55579","26","4964","2013-04-03","2013-04-10","2013-04-15",50,1,50
"SO55580","276","7555","2013-04-03","2013-04-10","2013-04-15",22,1,22
"SO55580","263","7555","2013-04-03","2013-04-10","2013-04-15",64,1,64
"SO55581","276","2760","2013-04-03","2013-04-10","2013-04-15",22,1,22
"SO55581","268","2760","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55581","264","2760","2013-04-03","2013-04-10","2013-04-15",64,1,64
"SO55581","269","2760","2013-04-03","2013-04-10","2013-04-15",10,1,10
"SO55582","328","4442","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55582","271","4442","2013-04-03","2013-04-10","2013-04-15",2,1,2
"SO55583","268","11381","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55584","320","14629","2013-04-03","2013-04-10","2013-04-15",4,1,4
"SO55584","271","14629","2013-04-03","2013-04-10","2013-04-15",2,1,2
"SO55585","321","18435","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55585","332","18435","2013-04-03","2013-04-10","2013-04-15",29,1,29
"SO55585","8","18435","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55585","7","18435","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55585","6","18435","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55585","16","18435","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55585","15","18435","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55585","14","18435","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55586","320","13149","2013-04-03","2013-04-10","2013-04-15",4,1,4
"SO55586","275","13149","2013-04-03","2013-04-10","2013-04-15",8,1,8
"SO55587","321","567","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55587","271","567","2013-04-03","2013-04-10","2013-04-15",2,1,2
"SO55588","321","567","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55588","5","567","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55588","4","567","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55588","3","567","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55589","332","3983","2013-04-03","2013-04-10","2013-04-15",29,1,29
"SO55589","321","3983","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55590","321","6703","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55590","258","6703","2013-04-03","2013-04-10","2013-04-15",24,1,24
"SO55590","257","6703","2013-04-03","2013-04-10","2013-04-15",24,1,24
"SO55591","276","1758","2013-04-03","2013-04-10","2013-04-15",22,1,22
"SO55591","13","1758","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55591","12","1758","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55591","11","1758","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55591","25","1758","2013-04-03","2013-04-10","2013-04-15",50,1,50
"SO55591","24","1758","2013-04-03","2013-04-10","2013-04-15",50,1,50
"SO55591","23","1758","2013-04-03","2013-04-10","2013-04-15",50,1,50
"SO55592","372","12377","2013-04-03","2013-04-10","2013-04-15",1701,1,1701
"SO55592","13","12377","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55592","12","12377","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55592","11","12377","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55593","384","8130","2013-04-03","2013-04-10","2013-04-15",565,1,565
"SO55593","269","8130","2013-04-03","2013-04-10","2013-04-15",10,1,10
"SO55593","268","8130","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55593","258","8130","2013-04-03","2013-04-10","2013-04-15",24,1,24
"SO55593","257","8130","2013-04-03","2013-04-10","2013-04-15",24,1,24
"SO55593","13","8130","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55593","12","8130","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55593","11","8130","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55594","373","5952","2013-04-03","2013-04-10","2013-04-15",1701,1,1701
"SO55594","5","5952","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55594","4","5952","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55594","3","5952","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55595","385","8122","2013-04-03","2013-04-10","2013-04-15",565,1,565
"SO55595","276","8122","2013-04-03","2013-04-10","2013-04-15",22,1,22
"SO55595","269","8122","2013-04-03","2013-04-10","2013-04-15",10,1,10
"SO55595","268","8122","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55595","278","8122","2013-04-03","2013-04-10","2013-04-15",55,1,55
"SO55596","385","8123","2013-04-03","2013-04-10","2013-04-15",565,1,565
"SO55596","269","8123","2013-04-03","2013-04-10","2013-04-15",10,1,10
"SO55596","16","8123","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55596","15","8123","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55596","14","8123","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55596","268","8123","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55597","154","2285","2013-04-03","2013-04-10","2013-04-15",2295,1,2295
"SO55597","153","2285","2013-04-03","2013-04-10","2013-04-15",2295,1,2295
"SO55597","278","2285","2013-04-03","2013-04-10","2013-04-15",55,1,55
"SO55597","254","2285","2013-04-03","2013-04-10","2013-04-15",24,1,24
"SO55597","253","2285","2013-04-03","2013-04-10","2013-04-15",24,1,24
"SO55598","144","1942","2013-04-03","2013-04-10","2013-04-15",2320,1,2320
"SO55598","143","1942","2013-04-03","2013-04-10","2013-04-15",2320,1,2320
"SO55598","278","1942","2013-04-03","2013-04-10","2013-04-15",55,1,55
"SO55599","144","41","2013-04-03","2013-04-10","2013-04-15",2320,1,2320
"SO55599","143","41","2013-04-03","2013-04-10","2013-04-15",2320,1,2320
"SO55599","276","41","2013-04-03","2013-04-10","2013-04-15",22,1,22
"SO55599","272","41","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55600","152","2102","2013-04-03","2013-04-10","2013-04-15",2295,1,2295
"SO55600","151","2102","2013-04-03","2013-04-10","2013-04-15",2295,1,2295
"SO55600","276","2102","2013-04-03","2013-04-10","2013-04-15",22,1,22
"SO55600","8","2102","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55600","7","2102","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55600","6","2102","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55601","376","3772","2013-04-03","2013-04-10","2013-04-15",742,1,742
"SO55601","270","3772","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55601","268","3772","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55602","376","1386","2013-04-03","2013-04-10","2013-04-15",742,1,742
"SO55603","396","16340","2013-04-03","2013-04-10","2013-04-15",540,1,540
"SO55603","268","16340","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55603","270","16340","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55604","364","18290","2013-04-03","2013-04-10","2013-04-15",2384,1,2384
"SO55604","270","18290","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55604","268","18290","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55604","13","18290","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55604","12","18290","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55604","11","18290","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55605","169","8095","2013-04-03","2013-04-10","2013-04-15",2443,1,2443
"SO55605","168","8095","2013-04-03","2013-04-10","2013-04-15",2443,1,2443
"SO55606","171","6281","2013-04-03","2013-04-10","2013-04-15",2443,1,2443
"SO55606","170","6281","2013-04-03","2013-04-10","2013-04-15",2443,1,2443
"SO55606","270","6281","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55606","268","6281","2013-04-03","2013-04-10","2013-04-15",5,1,5
"SO55606","282","6281","2013-04-03","2013-04-10","2013-04-15",54,1,54
"SO55607","144","978","2013-04-03","2013-04-10","2013-04-15",2320,1,2320
"SO55607","143","978","2013-04-03","2013-04-10","2013-04-15",2320,1,2320
"SO55607","276","978","2013-04-03","2013-04-10","2013-04-15",22,1,22
"SO55607","272","978","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55608","355","13785","2013-04-03","2013-04-10","2013-04-15",2384,1,2384
"SO55608","16","13785","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55608","15","13785","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55608","14","13785","2013-04-03","2013-04-10","2013-04-15",9,1,9
"SO55609","367","13350","2013-04-03","2013-04-10","2013-04-15",2384,1,2384
"SO55609","8","13350","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55609","7","13350","2013-04-03","2013-04-10","2013-04-15",35,1,35
"SO55609","6","13350","2013-04-03","2013-04-10","2013-04-15",35,1,35
